order_ref,customer_ref,sku,quantity,order_value_inr,placed_at,payment_method,status,delivery_promise_days,actual_delivery_days
KW-O-001059,KW-C-00420,KW-SKU-000098,1,24999,2025-12-22T04:12,upi,delivered,10,1
KW-O-001060,KW-C-00163,KW-SKU-000020,1,299,2026-07-12T15:40,wallet,delivered,10,
KW-O-001061,KW-C-00171,KW-SKU-000598,1,12999,2025-08-28T13:23,card,shipped,3,
KW-O-001062,KW-C-00087,KW-SKU-000107,1,299,2026-06-21T14:12,upi,delivered,7,4
KW-O-001063,KW-C-00354,KW-SKU-000073,1,54999,2025-08-29T15:45,netbanking,cancelled,2,1
KW-O-001064,KW-C-00363,KW-SKU-000262,1,6499,2025-11-10T00:54,cod,delivered,5,
KW-O-001065,KW-C-00245,KW-SKU-000300,1,24999,2025-11-16T00:24,upi,returned,7,3
KW-O-001066,KW-C-00201,KW-SKU-000387,1,6499,2025-11-24T13:43,cod,delivered,5,2
KW-O-001067,KW-C-00003,KW-SKU-000571,1,299,2025-09-30T07:32,card,delivered,3,3
KW-O-001068,KW-C-00430,KW-SKU-000135,1,6499,2026-03-10T13:40,card,shipped,3,9
KW-O-001069,KW-C-00205,KW-SKU-000018,1,12999,2025-09-06T05:25,upi,delivered,3,14
KW-O-001070,KW-C-00287,KW-SKU-000296,2,299,2026-04-28T14:47,card,delivered,7,4
KW-O-001071,KW-C-00240,KW-SKU-000535,1,12999,2026-04-14T08:40,card,delivered,10,2
KW-O-001072,KW-C-00173,KW-SKU-000249,1,6499,2025-12-17T09:15,card,delivered,10,4
KW-O-001073,KW-C-00005,KW-SKU-000214,3,12999,2025-11-25T10:04,card,delivered,7,1
KW-O-001074,KW-C-00334,KW-SKU-000550,3,2999,2026-07-17T18:16,card,delivered,7,4
KW-O-001075,KW-C-00360,KW-SKU-000030,1,6499,2026-01-18T20:12,upi,delivered,5,
KW-O-001076,KW-C-00139,KW-SKU-000501,1,54999,2026-02-17T22:48,cod,placed,10,1
KW-O-001077,KW-C-00234,KW-SKU-000546,1,6499,2026-04-27T06:38,upi,delivered,5,
KW-O-001078,KW-C-00119,KW-SKU-000394,1,299,2026-05-23T11:01,upi,delivered,5,1
KW-O-001079,KW-C-00240,KW-SKU-000210,2,24999,2026-02-28T21:16,upi,cancelled,10,2
KW-O-001080,KW-C-00265,KW-SKU-000020,1,799,2025-07-17T03:02,wallet,delivered,5,14
KW-O-001081,KW-C-00455,KW-SKU-000219,1,1499,2026-01-09T05:41,cod,cancelled,10,
KW-O-001082,KW-C-00410,KW-SKU-000069,1,24999,2026-05-25T22:44,netbanking,delivered,2,14
KW-O-001083,KW-C-00259,KW-SKU-000473,1,24999,2026-02-11T03:21,card,delivered,2,1
KW-O-001084,KW-C-00275,KW-SKU-000339,1,24999,2025-12-29T04:32,upi,cancelled,3,14
KW-O-001085,KW-C-00414,KW-SKU-000488,1,799,2026-02-16T21:37,upi,shipped,10,2
KW-O-001086,KW-C-00434,KW-SKU-000502,1,12999,2025-10-14T12:03,cod,shipped,10,2
KW-O-001087,KW-C-00013,KW-SKU-000542,1,12999,2026-04-17T10:20,upi,delivered,5,9
KW-O-001088,KW-C-00238,KW-SKU-000232,1,6499,2025-11-04T12:23,card,cancelled,3,2
KW-O-001089,KW-C-00164,KW-SKU-000377,1,54999,2026-07-23T17:41,card,delivered,7,6
KW-O-001090,KW-C-00280,KW-SKU-000097,1,6499,2025-12-22T15:33,card,placed,5,1
KW-O-001091,KW-C-00189,KW-SKU-000420,1,2999,2026-05-18T16:14,wallet,returned,2,14
KW-O-001092,KW-C-00496,KW-SKU-000041,1,54999,2026-02-04T23:35,card,delivered,3,3
KW-O-001093,KW-C-00338,KW-SKU-000338,1,6499,2026-07-03T07:14,card,returned,5,6
KW-O-001094,KW-C-00294,KW-SKU-000152,2,12999,2026-06-19T09:56,card,cancelled,10,
KW-O-001095,KW-C-00415,KW-SKU-000420,1,12999,2025-11-05T18:18,netbanking,delivered,5,
KW-O-001096,KW-C-00488,KW-SKU-000495,2,299,2025-12-13T10:04,cod,delivered,10,3
KW-O-001097,KW-C-00331,KW-SKU-000056,1,54999,2026-03-09T19:20,upi,delivered,3,14
KW-O-001098,KW-C-00393,KW-SKU-000109,1,2999,2025-06-08T22:42,wallet,delivered,3,9
KW-O-001099,KW-C-00488,KW-SKU-000060,1,799,2026-03-27T05:10,card,shipped,7,
KW-O-001100,KW-C-00180,KW-SKU-000151,1,299,2026-06-03T10:23,upi,returned,7,
KW-O-001101,KW-C-00224,KW-SKU-000440,1,12999,2025-08-26T01:20,card,cancelled,5,3
KW-O-001102,KW-C-00080,KW-SKU-000583,1,299,2026-05-29T12:25,wallet,shipped,10,2
KW-O-001103,KW-C-00465,KW-SKU-000416,1,1499,2026-06-20T16:50,netbanking,shipped,7,1
KW-O-001104,KW-C-00377,KW-SKU-000356,1,799,2025-09-27T02:18,upi,returned,3,2
KW-O-001105,KW-C-00261,KW-SKU-000316,3,6499,2026-02-09T19:31,cod,shipped,7,1
KW-O-001106,KW-C-00196,KW-SKU-000478,3,1499,2026-01-13T00:01,netbanking,placed,3,14
KW-O-001107,KW-C-00200,KW-SKU-000110,1,12999,2025-06-24T00:43,card,delivered,7,2
KW-O-001108,KW-C-00131,KW-SKU-000030,1,54999,2025-12-08T21:24,card,cancelled,3,1
KW-O-001109,KW-C-00196,KW-SKU-000449,1,12999,2026-05-08T21:18,card,placed,3,3
KW-O-001110,KW-C-00080,KW-SKU-000116,1,24999,2026-01-09T02:00,netbanking,delivered,5,4
KW-O-001111,KW-C-00483,KW-SKU-000512,1,799,2025-10-14T19:51,upi,delivered,5,2
KW-O-001112,KW-C-00499,KW-SKU-000531,1,12999,2025-12-10T14:27,upi,shipped,3,14
KW-O-001113,KW-C-00438,KW-SKU-000571,1,24999,2026-05-17T21:57,card,delivered,5,3
KW-O-001114,KW-C-00056,KW-SKU-000322,1,54999,2026-04-20T20:52,card,delivered,5,
KW-O-001115,KW-C-00186,KW-SKU-000160,1,12999,2025-06-13T21:33,card,delivered,7,6
KW-O-001116,KW-C-00047,KW-SKU-000129,1,12999,2026-01-18T01:49,cod,delivered,10,14
KW-O-001117,KW-C-00477,KW-SKU-000325,1,1499,2025-10-20T00:11,cod,delivered,7,1
KW-O-001118,KW-C-00196,KW-SKU-000191,1,12999,2025-07-04T13:17,card,shipped,10,
KW-O-001119,KW-C-00038,KW-SKU-000599,1,6499,2026-03-16T12:07,upi,shipped,3,
KW-O-001120,KW-C-00136,KW-SKU-000257,2,12999,2025-11-08T01:51,upi,placed,2,
KW-O-001121,KW-C-00352,KW-SKU-000163,1,6499,2026-05-02T00:20,upi,shipped,5,14
KW-O-001122,KW-C-00163,KW-SKU-000152,2,24999,2025-08-06T03:21,wallet,delivered,3,3
KW-O-001123,KW-C-00462,KW-SKU-000460,1,799,2025-12-27T15:37,netbanking,placed,5,2
KW-O-001124,KW-C-00298,KW-SKU-000453,1,6499,2025-10-15T17:27,card,cancelled,10,6
KW-O-001125,KW-C-00229,KW-SKU-000309,1,799,2025-12-15T15:35,cod,cancelled,10,2
KW-O-001126,KW-C-00386,KW-SKU-000255,1,299,2026-06-21T01:17,upi,placed,10,1
KW-O-001127,KW-C-00436,KW-SKU-000520,1,799,2026-02-18T11:03,card,shipped,5,1
KW-O-001128,KW-C-00017,KW-SKU-000566,2,799,2026-02-26T09:29,wallet,cancelled,5,14
KW-O-001129,KW-C-00174,KW-SKU-000530,1,24999,2025-11-26T07:22,cod,delivered,2,3
KW-O-001130,KW-C-00398,KW-SKU-000241,3,799,2025-08-28T10:40,upi,delivered,5,14
KW-O-001131,KW-C-00455,KW-SKU-000140,3,799,2025-06-24T11:51,card,returned,5,14
KW-O-001132,KW-C-00424,KW-SKU-000432,1,1499,2026-05-21T08:38,upi,shipped,5,4
KW-O-001133,KW-C-00397,KW-SKU-000162,1,6499,2026-04-11T09:01,upi,delivered,5,9
KW-O-001134,KW-C-00433,KW-SKU-000176,1,1499,2025-08-04T12:20,card,delivered,5,14
KW-O-001135,KW-C-00213,KW-SKU-000362,1,799,2026-03-21T07:56,wallet,delivered,7,2
KW-O-001136,KW-C-00011,KW-SKU-000292,3,12999,2025-11-18T07:50,cod,delivered,10,14
KW-O-001137,KW-C-00332,KW-SKU-000102,1,12999,2026-01-19T04:04,card,delivered,10,9
KW-O-001138,KW-C-00406,KW-SKU-000133,1,2999,2025-11-01T23:25,card,returned,5,
KW-O-001139,KW-C-00130,KW-SKU-000096,2,24999,2026-04-02T20:08,card,shipped,10,9
KW-O-001140,KW-C-00250,KW-SKU-000257,1,24999,2026-03-16T08:31,card,delivered,5,4
KW-O-001141,KW-C-00159,KW-SKU-000037,1,12999,2025-12-14T23:35,card,delivered,5,3
KW-O-001142,KW-C-00263,KW-SKU-000543,1,799,2026-06-10T09:45,upi,placed,10,14
KW-O-001143,KW-C-00195,KW-SKU-000200,1,24999,2026-03-24T00:10,cod,returned,7,3
KW-O-001144,KW-C-00122,KW-SKU-000424,1,799,2025-09-23T05:28,cod,delivered,3,6
KW-O-001145,KW-C-00272,KW-SKU-000210,1,12999,2025-09-10T17:31,netbanking,delivered,7,1
KW-O-001146,KW-C-00463,KW-SKU-000137,2,299,2025-10-10T10:14,card,delivered,2,1
KW-O-001147,KW-C-00066,KW-SKU-000577,1,299,2026-04-29T23:35,card,delivered,10,6
KW-O-001148,KW-C-00232,KW-SKU-000228,1,2999,2026-01-01T02:44,card,returned,5,4
KW-O-001149,KW-C-00015,KW-SKU-000222,1,2999,2025-08-03T05:59,wallet,shipped,10,14
KW-O-001150,KW-C-00494,KW-SKU-000479,2,299,2026-05-04T23:57,cod,delivered,7,6
KW-O-001151,KW-C-00246,KW-SKU-000139,1,799,2026-06-07T23:22,card,cancelled,5,1
KW-O-001152,KW-C-00260,KW-SKU-000256,1,54999,2025-12-03T09:06,cod,shipped,2,2
KW-O-001153,KW-C-00240,KW-SKU-000487,1,12999,2026-05-20T13:02,upi,shipped,5,3
KW-O-001154,KW-C-00166,KW-SKU-000216,1,1499,2025-09-18T20:58,card,shipped,7,
KW-O-001155,KW-C-00394,KW-SKU-000185,1,6499,2026-05-23T16:28,upi,delivered,2,3
KW-O-001156,KW-C-00337,KW-SKU-000533,1,12999,2025-08-29T05:06,card,shipped,5,6
KW-O-001157,KW-C-00017,KW-SKU-000232,1,2999,2026-05-08T21:36,upi,delivered,7,
KW-O-001158,KW-C-00447,KW-SKU-000304,1,299,2026-07-05T00:10,wallet,delivered,5,
KW-O-001159,KW-C-00460,KW-SKU-000573,1,6499,2026-02-19T15:29,upi,delivered,7,4
KW-O-001160,KW-C-00269,KW-SKU-000348,1,299,2025-10-23T08:47,card,returned,5,6
KW-O-001161,KW-C-00041,KW-SKU-000429,1,54999,2026-04-19T17:39,upi,delivered,7,
KW-O-001162,KW-C-00340,KW-SKU-000069,1,24999,2026-07-20T10:01,card,delivered,2,4
KW-O-001163,KW-C-00316,KW-SKU-000297,1,12999,2026-02-15T06:01,netbanking,delivered,2,2
KW-O-001164,KW-C-00383,KW-SKU-000448,1,12999,2026-02-22T19:44,netbanking,placed,10,6
KW-O-001165,KW-C-00109,KW-SKU-000506,1,24999,2026-05-31T03:41,card,delivered,10,14
KW-O-001166,KW-C-00149,KW-SKU-000576,2,54999,2026-03-08T14:52,upi,delivered,7,3
KW-O-001167,KW-C-00010,KW-SKU-000045,1,799,2025-09-20T08:17,card,placed,5,3
KW-O-001168,KW-C-00418,KW-SKU-000417,1,299,2026-07-04T07:36,upi,delivered,5,
KW-O-001169,KW-C-00300,KW-SKU-000348,1,299,2026-02-13T12:55,upi,delivered,2,1
KW-O-001170,KW-C-00004,KW-SKU-000001,1,12999,2026-07-09T11:27,upi,delivered,3,6
KW-O-001171,KW-C-00337,KW-SKU-000178,1,6499,2025-10-07T00:43,cod,delivered,10,14
KW-O-001172,KW-C-00178,KW-SKU-000131,1,2999,2026-05-02T08:20,cod,returned,5,2
KW-O-001173,KW-C-00063,KW-SKU-000475,1,12999,2026-05-28T01:21,card,delivered,5,4
KW-O-001174,KW-C-00167,KW-SKU-000237,2,54999,2025-12-06T22:00,upi,delivered,7,
KW-O-001175,KW-C-00108,KW-SKU-000256,2,1499,2026-05-18T10:55,upi,delivered,5,
KW-O-001176,KW-C-00024,KW-SKU-000211,1,299,2026-02-13T00:01,card,delivered,7,2
KW-O-001177,KW-C-00000,KW-SKU-000481,2,799,2025-12-23T19:22,upi,delivered,3,1
KW-O-001178,KW-C-00043,KW-SKU-000590,1,54999,2026-04-24T02:40,cod,returned,7,14
KW-O-001179,KW-C-00426,KW-SKU-000279,1,799,2026-06-28T19:44,upi,delivered,3,6
KW-O-001180,KW-C-00188,KW-SKU-000399,1,2999,2025-12-03T05:25,cod,delivered,3,3
KW-O-001181,KW-C-00387,KW-SKU-000201,1,12999,2026-03-04T21:07,wallet,cancelled,5,
KW-O-001182,KW-C-00250,KW-SKU-000211,1,299,2026-03-29T08:12,upi,delivered,2,1
KW-O-001183,KW-C-00090,KW-SKU-000535,1,6499,2026-06-30T03:07,cod,cancelled,5,14
KW-O-001184,KW-C-00093,KW-SKU-000387,1,2999,2025-08-02T06:44,upi,delivered,3,2
KW-O-001185,KW-C-00090,KW-SKU-000451,1,6499,2026-04-10T01:43,card,delivered,2,9
KW-O-001186,KW-C-00322,KW-SKU-000344,1,24999,2025-07-26T19:12,card,placed,7,4
KW-O-001187,KW-C-00074,KW-SKU-000120,1,299,2026-04-06T08:24,upi,placed,5,1
KW-O-001188,KW-C-00261,KW-SKU-000473,2,299,2026-05-19T06:36,cod,delivered,10,2
KW-O-001189,KW-C-00104,KW-SKU-000372,1,2999,2025-08-16T14:17,cod,delivered,7,4
KW-O-001190,KW-C-00186,KW-SKU-000163,1,1499,2026-04-26T04:38,wallet,delivered,10,14
KW-O-001191,KW-C-00235,KW-SKU-000480,1,12999,2026-05-15T15:37,upi,delivered,10,1
KW-O-001192,KW-C-00045,KW-SKU-000186,1,24999,2026-06-10T16:47,upi,delivered,2,9
KW-O-001193,KW-C-00360,KW-SKU-000562,1,54999,2026-01-20T12:30,card,delivered,10,4
KW-O-001194,KW-C-00397,KW-SKU-000107,1,1499,2025-11-22T20:08,upi,delivered,7,6
KW-O-001195,KW-C-00010,KW-SKU-000160,1,24999,2026-04-30T03:16,wallet,cancelled,5,2
KW-O-001196,KW-C-00255,KW-SKU-000493,1,1499,2026-03-13T18:24,wallet,returned,10,6
KW-O-001197,KW-C-00358,KW-SKU-000383,1,12999,2025-10-19T13:52,cod,delivered,7,14
KW-O-001198,KW-C-00172,KW-SKU-000571,1,1499,2026-03-17T13:24,card,delivered,3,9
KW-O-001199,KW-C-00342,KW-SKU-000026,2,24999,2026-06-23T03:51,card,delivered,3,3
KW-O-001200,KW-C-00311,KW-SKU-000228,1,12999,2025-10-23T02:46,netbanking,delivered,7,
KW-O-001201,KW-C-00191,KW-SKU-000198,1,24999,2025-08-27T01:16,upi,returned,7,6
KW-O-001202,KW-C-00136,KW-SKU-000422,1,12999,2026-06-29T19:59,upi,delivered,3,4
KW-O-001203,KW-C-00388,KW-SKU-000010,2,799,2025-08-26T03:37,netbanking,returned,2,1
KW-O-001204,KW-C-00245,KW-SKU-000323,1,6499,2026-07-31T16:22,cod,returned,2,9
KW-O-001205,KW-C-00333,KW-SKU-000012,1,299,2025-09-01T16:19,card,delivered,10,14
KW-O-001206,KW-C-00304,KW-SKU-000503,2,6499,2026-06-20T05:40,card,delivered,10,4
KW-O-001207,KW-C-00272,KW-SKU-000561,3,24999,2026-05-20T05:02,card,delivered,5,14
KW-O-001208,KW-C-00124,KW-SKU-000224,1,54999,2026-02-19T01:51,upi,delivered,7,4
KW-O-001209,KW-C-00487,KW-SKU-000491,1,1499,2025-11-08T15:46,card,cancelled,7,3
KW-O-001210,KW-C-00058,KW-SKU-000076,1,1499,2026-07-02T06:55,card,delivered,10,
KW-O-001211,KW-C-00147,KW-SKU-000320,1,1499,2025-12-14T13:46,card,delivered,5,1
KW-O-001212,KW-C-00242,KW-SKU-000133,1,299,2025-12-20T11:54,upi,cancelled,10,14
KW-O-001213,KW-C-00304,KW-SKU-000077,1,54999,2025-10-12T15:18,upi,returned,7,14
KW-O-001214,KW-C-00292,KW-SKU-000545,1,12999,2025-06-19T20:39,upi,delivered,2,
KW-O-001215,KW-C-00248,KW-SKU-000237,1,12999,2026-01-24T20:50,card,delivered,10,9
KW-O-001216,KW-C-00230,KW-SKU-000306,1,12999,2026-07-19T08:33,cod,cancelled,7,2
KW-O-001217,KW-C-00057,KW-SKU-000548,1,6499,2025-12-14T11:17,card,delivered,10,14
KW-O-001218,KW-C-00470,KW-SKU-000445,1,12999,2025-07-27T11:44,card,delivered,7,
KW-O-001219,KW-C-00142,KW-SKU-000242,1,1499,2026-06-17T19:43,card,delivered,5,
KW-O-001220,KW-C-00189,KW-SKU-000392,2,799,2026-05-18T12:45,cod,cancelled,2,
KW-O-001221,KW-C-00191,KW-SKU-000504,1,2999,2026-02-20T07:58,card,shipped,10,1
KW-O-001222,KW-C-00470,KW-SKU-000061,1,299,2025-06-29T11:40,upi,delivered,2,
KW-O-001223,KW-C-00194,KW-SKU-000329,1,6499,2025-12-03T02:38,card,delivered,2,4
KW-O-001224,KW-C-00155,KW-SKU-000189,1,1499,2026-01-08T17:17,cod,delivered,7,2
KW-O-001225,KW-C-00096,KW-SKU-000239,1,299,2025-09-20T00:34,wallet,delivered,5,4
KW-O-001226,KW-C-00190,KW-SKU-000199,2,12999,2025-11-11T09:52,upi,delivered,10,1
KW-O-001227,KW-C-00415,KW-SKU-000160,1,799,2026-04-10T22:04,upi,cancelled,10,
KW-O-001228,KW-C-00391,KW-SKU-000333,1,1499,2026-06-22T00:48,wallet,delivered,3,
KW-O-001229,KW-C-00126,KW-SKU-000048,1,54999,2026-05-03T10:08,upi,delivered,10,4
KW-O-001230,KW-C-00432,KW-SKU-000394,1,54999,2026-05-13T01:41,upi,returned,10,9
KW-O-001231,KW-C-00499,KW-SKU-000011,1,299,2026-02-22T13:25,wallet,delivered,5,1
KW-O-001232,KW-C-00360,KW-SKU-000143,1,1499,2026-05-17T23:59,netbanking,cancelled,2,2
KW-O-001233,KW-C-00475,KW-SKU-000452,1,1499,2025-06-20T17:57,wallet,shipped,5,3
KW-O-001234,KW-C-00264,KW-SKU-000162,1,24999,2026-05-21T20:14,card,delivered,5,2
KW-O-001235,KW-C-00217,KW-SKU-000511,1,54999,2026-03-07T04:22,upi,shipped,10,
KW-O-001236,KW-C-00142,KW-SKU-000323,1,54999,2025-10-13T05:11,upi,returned,10,6
KW-O-001237,KW-C-00253,KW-SKU-000337,1,2999,2025-06-12T22:12,wallet,delivered,5,4
KW-O-001238,KW-C-00173,KW-SKU-000488,1,2999,2026-04-07T18:12,cod,returned,2,
KW-O-001239,KW-C-00178,KW-SKU-000084,1,299,2025-06-26T01:03,upi,delivered,3,2
KW-O-001240,KW-C-00273,KW-SKU-000109,1,2999,2025-09-15T04:15,upi,delivered,3,
KW-O-001241,KW-C-00479,KW-SKU-000341,1,1499,2026-07-16T19:25,card,returned,10,3
KW-O-001242,KW-C-00043,KW-SKU-000228,1,54999,2026-02-03T07:10,card,cancelled,7,4
KW-O-001243,KW-C-00424,KW-SKU-000541,1,2999,2025-07-04T19:47,card,delivered,10,4
KW-O-001244,KW-C-00398,KW-SKU-000528,2,24999,2026-05-03T12:32,upi,shipped,7,14
KW-O-001245,KW-C-00341,KW-SKU-000423,1,24999,2026-02-23T07:58,upi,delivered,5,9
KW-O-001246,KW-C-00401,KW-SKU-000249,1,12999,2026-05-22T01:08,card,delivered,5,
KW-O-001247,KW-C-00460,KW-SKU-000133,1,299,2026-06-16T06:46,card,shipped,10,2
KW-O-001248,KW-C-00321,KW-SKU-000553,2,12999,2025-06-27T09:46,upi,shipped,5,
KW-O-001249,KW-C-00149,KW-SKU-000368,1,1499,2026-07-03T17:27,card,placed,5,2
KW-O-001250,KW-C-00406,KW-SKU-000293,1,299,2025-06-20T03:01,cod,delivered,5,4
KW-O-001251,KW-C-00207,KW-SKU-000388,1,799,2025-09-06T04:58,upi,delivered,2,2
KW-O-001252,KW-C-00325,KW-SKU-000375,1,24999,2026-03-01T00:08,card,delivered,2,6
KW-O-001253,KW-C-00339,KW-SKU-000364,1,299,2026-05-15T11:35,cod,delivered,10,6
KW-O-001254,KW-C-00485,KW-SKU-000567,1,1499,2025-07-03T17:15,upi,placed,10,1
KW-O-001255,KW-C-00158,KW-SKU-000315,1,12999,2026-04-01T23:14,upi,delivered,10,1
KW-O-001256,KW-C-00403,KW-SKU-000403,1,2999,2025-11-29T08:13,upi,delivered,3,6
KW-O-001257,KW-C-00166,KW-SKU-000522,2,799,2026-03-16T04:27,upi,delivered,3,4
KW-O-001258,KW-C-00033,KW-SKU-000303,2,1499,2026-03-05T19:44,card,delivered,10,14
KW-O-001259,KW-C-00359,KW-SKU-000253,1,299,2026-04-15T03:13,wallet,delivered,5,9
KW-O-001260,KW-C-00302,KW-SKU-000561,1,24999,2025-11-18T19:43,upi,shipped,5,2
KW-O-001261,KW-C-00005,KW-SKU-000589,1,54999,2026-01-27T15:03,card,delivered,7,4
KW-O-001262,KW-C-00254,KW-SKU-000014,3,799,2025-08-03T11:26,cod,returned,10,2
KW-O-001263,KW-C-00457,KW-SKU-000018,1,6499,2025-11-27T11:45,upi,shipped,3,2
KW-O-001264,KW-C-00027,KW-SKU-000103,1,12999,2026-03-17T18:00,card,delivered,3,9
KW-O-001265,KW-C-00118,KW-SKU-000114,1,12999,2026-05-14T12:08,card,shipped,7,14
KW-O-001266,KW-C-00231,KW-SKU-000404,1,1499,2026-07-01T04:27,cod,returned,10,9
KW-O-001267,KW-C-00405,KW-SKU-000598,2,54999,2026-06-29T07:35,card,placed,2,
KW-O-001268,KW-C-00238,KW-SKU-000237,1,799,2025-09-08T08:59,wallet,delivered,2,14
KW-O-001269,KW-C-00457,KW-SKU-000284,1,799,2025-07-05T23:25,card,cancelled,5,
KW-O-001270,KW-C-00459,KW-SKU-000427,1,6499,2025-08-14T09:18,card,shipped,3,14
KW-O-001271,KW-C-00145,KW-SKU-000353,1,1499,2025-12-27T06:47,upi,delivered,10,6
KW-O-001272,KW-C-00131,KW-SKU-000088,1,799,2026-03-21T01:43,cod,returned,7,1
KW-O-001273,KW-C-00304,KW-SKU-000518,1,24999,2025-12-21T21:19,card,delivered,10,4
KW-O-001274,KW-C-00126,KW-SKU-000401,2,1499,2026-05-18T10:18,upi,shipped,7,14
KW-O-001275,KW-C-00360,KW-SKU-000497,1,799,2025-06-09T06:18,upi,delivered,5,1
KW-O-001276,KW-C-00222,KW-SKU-000126,1,2999,2025-10-17T16:41,card,delivered,5,14
KW-O-001277,KW-C-00285,KW-SKU-000202,1,24999,2025-08-13T09:59,wallet,delivered,3,6
KW-O-001278,KW-C-00441,KW-SKU-000368,1,299,2025-09-10T19:40,upi,delivered,3,9
KW-O-001279,KW-C-00443,KW-SKU-000492,1,12999,2025-09-25T04:11,upi,delivered,2,6
KW-O-001280,KW-C-00472,KW-SKU-000176,1,54999,2026-07-20T14:44,card,placed,7,4
KW-O-001281,KW-C-00157,KW-SKU-000033,1,1499,2025-11-14T00:12,upi,shipped,10,2
KW-O-001282,KW-C-00077,KW-SKU-000416,1,54999,2025-12-17T04:21,card,shipped,7,3
KW-O-001283,KW-C-00228,KW-SKU-000439,1,24999,2026-05-21T23:42,cod,delivered,10,2
KW-O-001284,KW-C-00390,KW-SKU-000394,1,54999,2026-01-20T20:59,upi,delivered,5,3
KW-O-001285,KW-C-00137,KW-SKU-000198,1,2999,2026-01-18T06:12,upi,delivered,7,3
KW-O-001286,KW-C-00209,KW-SKU-000516,1,299,2026-04-16T14:48,cod,delivered,7,14
KW-O-001287,KW-C-00330,KW-SKU-000513,1,1499,2026-05-14T11:09,card,placed,2,4
KW-O-001288,KW-C-00247,KW-SKU-000460,1,12999,2025-08-29T17:16,card,placed,3,4
KW-O-001289,KW-C-00102,KW-SKU-000104,1,799,2025-11-01T11:53,upi,shipped,7,6
KW-O-001290,KW-C-00418,KW-SKU-000011,1,24999,2026-08-01T05:35,card,placed,2,4
KW-O-001291,KW-C-00270,KW-SKU-000374,3,799,2026-07-01T07:20,card,delivered,3,
KW-O-001292,KW-C-00184,KW-SKU-000496,1,799,2025-08-19T13:53,cod,delivered,2,1
KW-O-001293,KW-C-00396,KW-SKU-000436,1,24999,2026-03-27T15:36,cod,delivered,7,9
KW-O-001294,KW-C-00148,KW-SKU-000406,1,1499,2025-07-23T16:06,upi,returned,3,3
KW-O-001295,KW-C-00441,KW-SKU-000506,1,1499,2026-02-03T21:19,card,returned,5,2
KW-O-001296,KW-C-00444,KW-SKU-000436,3,799,2025-09-29T02:24,netbanking,delivered,5,1
KW-O-001297,KW-C-00064,KW-SKU-000066,1,6499,2026-04-26T08:16,card,delivered,7,
KW-O-001298,KW-C-00202,KW-SKU-000139,1,799,2025-06-21T02:14,card,returned,7,9
KW-O-001299,KW-C-00444,KW-SKU-000432,1,24999,2025-10-28T05:48,netbanking,placed,10,4
KW-O-001300,KW-C-00282,KW-SKU-000095,1,1499,2026-04-28T15:01,card,placed,3,
KW-O-001301,KW-C-00027,KW-SKU-000538,1,54999,2025-11-06T14:02,card,delivered,3,1
KW-O-001302,KW-C-00316,KW-SKU-000010,1,1499,2025-11-05T20:16,card,placed,7,3
KW-O-001303,KW-C-00407,KW-SKU-000040,1,1499,2026-04-12T08:36,netbanking,returned,7,6
KW-O-001304,KW-C-00422,KW-SKU-000334,2,54999,2026-07-11T08:25,upi,delivered,10,3
KW-O-001305,KW-C-00118,KW-SKU-000172,1,799,2025-07-26T09:28,cod,returned,3,4
KW-O-001306,KW-C-00069,KW-SKU-000588,1,1499,2025-10-19T16:28,netbanking,delivered,2,2
KW-O-001307,KW-C-00303,KW-SKU-000254,1,6499,2026-01-23T20:10,upi,cancelled,5,4
KW-O-001308,KW-C-00259,KW-SKU-000549,1,6499,2025-08-12T15:26,upi,delivered,10,1
KW-O-001309,KW-C-00243,KW-SKU-000587,1,6499,2025-07-21T23:34,wallet,shipped,7,4
KW-O-001310,KW-C-00431,KW-SKU-000358,1,12999,2026-06-13T16:19,upi,delivered,5,4
KW-O-001311,KW-C-00252,KW-SKU-000369,1,54999,2026-07-31T13:02,wallet,returned,10,1
KW-O-001312,KW-C-00059,KW-SKU-000454,1,799,2025-10-31T14:53,upi,placed,3,9
KW-O-001313,KW-C-00001,KW-SKU-000289,1,2999,2026-06-30T23:43,card,delivered,7,14
KW-O-001314,KW-C-00009,KW-SKU-000118,1,6499,2025-12-29T22:17,upi,shipped,10,4
KW-O-001315,KW-C-00167,KW-SKU-000190,1,24999,2025-11-16T13:20,card,shipped,7,1
KW-O-001316,KW-C-00039,KW-SKU-000397,1,1499,2025-11-15T05:01,wallet,delivered,3,4
KW-O-001317,KW-C-00194,KW-SKU-000096,1,1499,2025-09-06T05:30,card,placed,7,2
KW-O-001318,KW-C-00061,KW-SKU-000596,1,54999,2026-05-22T00:41,cod,delivered,5,2
KW-O-001319,KW-C-00014,KW-SKU-000567,1,299,2026-03-15T12:46,card,delivered,5,14
KW-O-001320,KW-C-00408,KW-SKU-000238,1,1499,2026-05-15T21:23,cod,returned,5,9
KW-O-001321,KW-C-00241,KW-SKU-000442,1,1499,2025-08-13T23:19,card,delivered,2,3
KW-O-001322,KW-C-00412,KW-SKU-000539,1,24999,2025-10-29T15:04,upi,shipped,7,14
KW-O-001323,KW-C-00380,KW-SKU-000433,1,6499,2026-02-16T00:01,upi,returned,5,
KW-O-001324,KW-C-00227,KW-SKU-000294,1,6499,2026-05-15T08:47,upi,delivered,2,
